Team1WinRate,Team1GoalsScored,Team1LastMatchResult,Team2WinRate,Team1GoalRatio,Team2GoalRatio,Team1GoalAgainstRatio,Team2GoalAgainstRatio,Team2GoalsScored,Team2LastMatchResult,Team1LeagueRanking,Team2LeagueRanking,Attendance,MatchStadium,Team1Formation,Team2Formation,Team1SuccessfulPassPercentage,Team2SuccessfulPassPercentage,Team1ShootRatio,Team2ShootRatio,Team1YellowCardNumber,Team2YellowCardNumber,Team1RedCardNumber,Team2RedCardNumber,Team1OffsideNumber,Team2OffsideNumber,Team1OffsidePerMatch,Team2OffsidePerMatch,Result
32,0,1,44,1.38,2.03,1.59,1.69,2,0,14,7,24445,Home,4-3-3,4-3-3,80.6,85.8,33.7,37.3,91,125,4,3,59,109,1.31,2.22,-1
32,3,1,8,1.38,0.95,1.59,2.73,1,-1,14,20,24361,Home,4-3-3,3-5-2,80.6,70.5,33.7,32.7,91,103,4,5,59,62,1.31,1.55,1
32,0,1,53,1.38,1.97,1.59,1.64,2,0,14,5,61286,Away,4-2-3-1,4-2-3-1,80.6,85.3,33.7,35.8,91,95,4,4,59,88,1.31,2.26,-1
32,1,1,33,1.38,1.5,1.59,1.61,1,1,14,10,31550,Away,4-2-3-1,3-4-3,80.6,87.1,33.7,34.9,91,115,4,3,59,98,1.31,2.04,0
32,0,1,46,1.38,1.49,1.59,1.57,1,1,14,8,24415,Home,4-2-3-1,4-2-3-1,80.6,80.7,33.7,34.2,91,101,4,4,59,107,1.31,2.18,-1
32,1,1,56,1.38,2.03,1.59,1.47,3,-1,14,4,41608,Away,4-2-3-1,4-2-2-2,80.6,83.8,33.7,37.3,91,132,4,3,59,57,1.31,1.06,-1
32,3,1,35,1.38,1.35,1.59,1.7,2,-1,14,13,24366,Home,4-2-3-1,3-5-2,80.6,80.8,33.7,36.3,91,113,4,4,59,94,1.31,2.14,1
32,3,1,64,1.38,2.25,1.59,1.06,4,0,14,3,50124,Away,4-2-3-1,4-3-3,80.6,84.0,33.7,35.2,91,92,4,5,59,131,1.31,2.34,-1
32,5,1,22,1.38,1.27,1.59,1.78,0,-1,14,17,24105,Home,4-2-3-1,4-2-3-1,80.6,75.8,33.7,31.2,91,94,4,3,59,91,1.31,2.12,1
32,5,1,38,1.38,1.59,1.59,1.92,0,0,14,9,23988,Home,4-2-3-1,4-4-1-1,80.6,77.9,33.7,33.4,91,108,4,4,59,90,1.31,1.73,1
32,0,1,47,1.38,2.19,1.59,1.58,3,1,14,6,52055,Away,4-2-3-1,4-3-3,80.6,81.0,33.7,37.8,91,97,4,1,59,75,1.31,1.53,-1
32,0,1,14,1.38,1.08,1.59,2.05,2,-1,14,19,23598,Home,4-2-3-1,4-4-2,80.6,77.6,33.7,31.8,91,85,4,7,59,88,1.31,2.15,-1
32,0,1,35,1.38,1.43,1.59,1.76,3,0,14,11,11099,Away,4-2-3-1,4-2-3-1,80.6,74.7,33.7,32.2,91,91,4,3,59,74,1.31,1.72,-1
32,2,1,72,1.38,2.44,1.59,0.78,1,1,14,2,24444,Home,4-2-3-1,4-3-3,80.6,84.8,33.7,32.5,91,79,4,2,59,102,1.31,2.0,1
32,0,1,44,1.38,2.03,1.59,1.69,1,0,14,7,39643,Away,4-2-3-1,4-2-3-1,80.6,85.8,33.7,37.3,91,125,4,3,59,109,1.31,2.22,-1
32,0,1,35,1.38,1.05,1.59,1.32,0,-1,14,15,24376,Home,4-2-3-1,4-4-1-1,80.6,73.2,33.7,30.0,91,88,4,2,59,101,1.31,2.3,0
32,2,1,14,1.38,1.08,1.59,2.05,2,-1,14,19,20203,Away,4-2-3-1,4-4-2,80.6,77.6,33.7,31.8,91,85,4,7,59,88,1.31,2.15,0
32,3,1,35,1.38,1.43,1.59,1.76,1,0,14,11,24271,Home,4-2-3-1,4-2-3-1,80.6,74.7,33.7,32.2,91,91,4,3,59,74,1.31,1.72,1
32,1,1,56,1.38,2.03,1.59,1.47,2,-1,14,4,24401,Home,4-2-3-1,4-2-3-1,80.6,83.8,33.7,37.3,91,132,4,3,59,57,1.31,1.06,-1
32,2,1,46,1.38,1.49,1.59,1.57,1,1,14,8,73487,Away,4-2-3-1,4-2-3-1,80.6,80.7,33.7,34.2,91,101,4,4,59,107,1.31,2.18,1
32,3,1,33,1.38,1.5,1.59,1.61,0,1,14,10,24460,Home,4-2-3-1,3-4-3,80.6,87.1,33.7,34.9,91,115,4,3,59,98,1.31,2.04,1
32,1,1,35,1.38,1.35,1.59,1.7,2,-1,14,13,30860,Away,4-2-3-1,4-2-3-1,80.6,80.8,33.7,36.3,91,113,4,4,59,94,1.31,2.14,-1
32,3,1,53,1.38,1.97,1.59,1.64,0,0,14,5,24410,Home,4-2-3-1,4-2-3-1,80.6,85.3,33.7,35.8,91,95,4,4,59,88,1.31,2.26,1
32,3,1,8,1.38,0.95,1.59,2.73,3,-1,14,20,30010,Away,4-2-3-1,3-5-2,80.6,70.5,33.7,32.7,91,103,4,5,59,62,1.31,1.55,0
32,1,1,22,1.38,1.27,1.59,1.78,3,-1,14,17,28997,Away,4-2-3-1,4-2-3-1,80.6,75.8,33.7,31.2,91,94,4,3,59,91,1.31,2.12,-1
32,0,1,47,1.38,2.19,1.59,1.58,1,1,14,6,24418,Home,4-2-3-1,4-3-3,80.6,81.0,33.7,37.8,91,97,4,1,59,75,1.31,1.53,-1
32,2,1,38,1.38,1.59,1.59,1.92,0,0,14,9,62459,Away,4-2-3-1,4-2-3-1,80.6,77.9,33.7,33.4,91,108,4,4,59,90,1.31,1.73,1
32,1,1,64,1.38,2.25,1.59,1.06,3,0,14,3,24414,Home,4-2-3-1,4-3-3,80.6,84.0,33.7,35.2,91,92,4,5,59,131,1.31,2.34,-1
32,1,1,32,1.38,1.41,1.59,1.57,1,1,14,12,24142,Home,4-2-3-1,3-4-3,80.6,77.1,33.7,35.8,91,78,4,2,59,75,1.31,1.83,0
32,0,1,27,1.38,1.46,1.59,1.65,0,0,14,16,17090,Away,4-2-3-1,4-3-3,80.6,74.6,33.7,33.8,91,90,4,2,59,81,1.31,1.98,0
32,0,1,72,1.38,2.53,1.59,0.92,4,1,14,1,24418,Home,4-2-3-1,4-2-3-1,80.6,89.2,33.7,38.3,91,70,4,2,59,56,1.31,1.04,-1
32,4,1,16,1.38,1.35,1.59,2.19,2,-1,14,18,12027,Away,4-2-3-1,3-4-3,80.6,73.2,33.7,32.7,91,73,4,0,59,72,1.31,1.67,1
35,1,-2,38,1.43,1.59,1.76,1.92,1,-2,11,9,11245,Home,4-2-3-1,4-2-3-1,74.7,77.9,32.2,33.4,91,108,3,4,74,90,1.72,1.73,0
35,1,0,64,1.43,2.25,1.76,1.06,3,0,11,3,53145,Away,4-2-3-1,4-3-3,74.7,84.0,32.2,35.2,91,92,3,5,74,131,1.72,2.34,-1
35,0,0,53,1.43,1.97,1.76,1.64,2,0,11,5,10567,Home,4-2-3-1,4-2-3-1,74.7,85.3,32.2,35.8,91,95,3,4,74,88,1.72,2.26,-1
35,2,0,27,1.43,1.46,1.76,1.65,2,0,11,16,16973,Away,4-2-3-1,4-3-3,74.7,74.6,32.2,33.8,91,90,3,2,74,81,1.72,1.98,0
35,0,0,44,1.43,2.03,1.76,1.69,0,0,11,7,10421,Home,4-2-3-1,4-2-3-1,74.7,85.8,32.2,37.3,91,125,3,3,74,109,1.72,2.22,0
35,1,0,33,1.43,1.5,1.76,1.61,3,1,11,10,31617,Away,4-2-3-1,4-2-3-1,74.7,87.1,32.2,34.9,91,115,3,3,74,98,1.72,2.04,-1
35,0,0,72,1.43,2.44,1.76,0.78,4,1,11,2,11193,Home,4-2-3-1,4-3-3,74.7,84.8,32.2,32.5,91,79,3,2,74,102,1.72,2.0,-1
35,0,0,35,1.43,1.05,1.76,1.32,3,-1,11,15,38815,Away,4-2-3-1,4-4-1-1,74.7,73.2,32.2,30.0,91,88,3,2,74,101,1.72,2.3,-1
35,1,0,35,1.43,1.35,1.76,1.7,2,-1,11,13,11175,Home,4-2-3-1,3-4-3,74.7,80.8,32.2,36.3,91,113,3,4,74,94,1.72,2.14,-1
35,2,0,14,1.43,1.08,1.76,2.05,1,-1,11,19,11152,Home,4-2-3-1,4-3-3,74.7,77.6,32.2,31.8,91,85,3,7,74,88,1.72,2.15,1
35,1,0,72,1.43,2.53,1.76,0.92,6,1,11,1,53358,Away,5-4-1,3-4-3,74.7,89.2,32.2,38.3,91,70,3,2,74,56,1.72,1.04,-1
35,2,0,47,1.43,2.19,1.76,1.58,0,1,11,6,11201,Home,4-2-3-1,4-3-3,74.7,81.0,32.2,37.8,91,97,3,1,74,75,1.72,1.53,1
35,3,0,8,1.43,0.95,1.76,2.73,1,-1,11,20,30208,Away,4-2-3-1,3-4-3,74.7,70.5,32.2,32.7,91,103,3,5,74,62,1.72,1.55,1
35,2,0,56,1.43,2.03,1.76,1.47,2,-1,11,4,11191,Home,4-2-3-1,4-4-2,74.7,83.8,32.2,37.3,91,132,3,3,74,57,1.72,1.06,0
35,2,0,32,1.43,1.41,1.76,1.57,0,1,11,12,25078,Away,4-2-3-1,4-2-3-1,74.7,77.1,32.2,35.8,91,78,3,2,74,75,1.72,1.83,1
35,3,0,46,1.43,1.49,1.76,1.57,0,1,11,8,73427,Away,4-2-3-1,4-2-3-1,74.7,80.7,32.2,34.2,91,101,3,4,74,107,1.72,2.18,1
35,3,0,22,1.43,1.27,1.76,1.78,2,-1,11,17,29188,Away,4-2-3-1,4-2-3-1,74.7,75.8,32.2,31.2,91,94,3,3,74,91,1.72,2.12,1
35,3,0,32,1.43,1.38,1.76,1.59,0,1,11,14,11099,Home,4-2-3-1,4-2-3-1,74.7,80.6,32.2,33.7,91,91,3,4,74,59,1.72,1.31,1
35,1,0,53,1.43,1.97,1.76,1.64,3,0,11,5,61780,Away,4-2-3-1,4-3-3,74.7,85.3,32.2,35.8,91,95,3,4,74,88,1.72,2.26,-1
35,0,0,64,1.43,2.25,1.76,1.06,4,0,11,3,11228,Home,4-2-3-1,4-3-3,74.7,84.0,32.2,35.2,91,92,3,5,74,131,1.72,2.34,-1
35,1,0,38,1.43,1.59,1.76,1.92,1,0,11,9,62478,Away,4-2-3-1,4-3-2-1,74.7,77.9,32.2,33.4,91,108,3,4,74,90,1.72,1.73,0
35,1,0,22,1.43,1.27,1.76,1.78,1,-1,11,17,11200,Home,4-2-3-1,4-2-3-1,74.7,75.8,32.2,31.2,91,94,3,3,74,91,1.72,2.12,0
35,1,0,32,1.43,1.38,1.76,1.59,3,1,11,14,24271,Away,4-2-3-1,4-2-3-1,74.7,80.6,32.2,33.7,91,91,3,4,74,59,1.72,1.31,-1
35,2,0,47,1.43,2.19,1.76,1.58,2,1,11,6,52224,Away,4-2-3-1,4-3-3,74.7,81.0,32.2,37.8,91,97,3,1,74,75,1.72,1.53,0
35,0,0,72,1.43,2.53,1.76,0.92,1,1,11,1,11184,Home,4-2-3-1,3-2-4-1,74.7,89.2,32.2,38.3,91,70,3,2,74,56,1.72,1.04,-1
35,2,0,14,1.43,1.08,1.76,2.05,0,-1,11,19,19713,Away,4-2-3-1,4-4-2,74.7,77.6,32.2,31.8,91,85,3,7,74,88,1.72,2.15,1
35,2,0,8,1.43,0.95,1.76,2.73,2,-1,11,20,11074,Home,4-2-3-1,3-5-2,74.7,70.5,32.2,32.7,91,103,3,5,74,62,1.72,1.55,0
35,4,0,16,1.43,1.35,1.76,2.19,3,-1,11,18,11198,Home,4-2-3-1,3-4-3,74.7,73.2,32.2,32.7,91,73,3,0,74,72,1.72,1.67,1
35,2,0,35,1.43,1.05,1.76,1.32,1,-1,11,15,11207,Home,4-2-3-1,4-4-1-1,74.7,73.2,32.2,30.0,91,88,3,2,74,101,1.72,2.3,1
35,1,0,32,1.43,1.41,1.76,1.57,0,1,11,12,11058,Home,4-3-3,3-4-3,74.7,77.1,32.2,35.8,91,78,3,2,74,75,1.72,1.83,1
35,1,0,16,1.43,1.35,1.76,2.19,2,-1,11,18,11797,Away,4-2-3-1,3-4-3,74.7,73.2,32.2,32.7,91,73,3,0,74,72,1.72,1.67,-1
35,2,0,46,1.43,1.49,1.76,1.57,2,1,11,8,11229,Home,4-2-3-1,4-2-3-1,74.7,80.7,32.2,34.2,91,101,3,4,74,107,1.72,2.18,0
35,1,0,56,1.43,2.03,1.76,1.47,3,-1,11,4,42189,Away,4-2-3-1,4-2-3-1,74.7,83.8,32.2,37.3,91,132,3,3,74,57,1.72,1.06,-1
35,1,0,35,1.43,1.35,1.76,1.7,0,-1,11,13,25541,Away,4-2-3-1,4-1-4-1,74.7,80.8,32.2,36.3,91,113,3,4,74,94,1.72,2.14,1
35,3,0,33,1.43,1.5,1.76,1.61,0,1,11,10,11188,Home,4-4-2,4-2-3-1,74.7,87.1,32.2,34.9,91,115,3,3,74,98,1.72,2.04,1
35,0,0,72,1.43,2.44,1.76,0.78,3,1,11,2,60348,Away,4-3-3,4-3-3,74.7,84.8,32.2,32.5,91,79,3,2,74,102,1.72,2.0,-1
35,1,0,27,1.43,1.46,1.76,1.65,2,0,11,16,11154,Home,4-2-3-1,4-3-3,74.7,74.6,32.2,33.8,91,90,3,2,74,81,1.72,1.98,-1
35,1,0,44,1.43,2.03,1.76,1.69,2,0,11,7,39724,Away,4-2-3-1,4-2-3-1,74.7,85.8,32.2,37.3,91,125,3,3,74,109,1.72,2.22,-1
32,1,-2,8,1.41,0.95,1.57,2.73,0,-2,12,20,31194,Away,4-2-3-1,3-4-3,77.1,70.5,35.8,32.7,78,103,2,5,75,62,1.83,1.55,1
32,0,1,72,1.41,2.44,1.57,0.78,1,1,12,2,24189,Home,4-2-3-1,4-3-3,77.1,84.8,35.8,32.5,78,79,2,2,75,102,1.83,2.0,-1
32,1,1,27,1.41,1.46,1.57,1.65,1,0,12,16,16997,Away,4-2-3-1,4-3-3,77.1,74.6,35.8,33.8,78,90,2,2,75,81,1.83,1.98,0
32,3,1,35,1.41,1.35,1.57,1.7,2,-1,12,13,24741,Home,4-3-3,4-4-2,77.1,80.8,35.8,36.3,78,113,2,4,75,94,1.83,2.14,1
32,1,1,56,1.41,2.03,1.57,1.47,3,-1,12,4,40809,Away,4-4-1-1,4-2-3-1,77.1,83.8,35.8,37.3,78,132,2,3,75,57,1.83,1.06,-1
32,0,1,32,1.41,1.38,1.57,1.59,0,1,12,14,25072,Home,4-2-3-1,4-3-3,77.1,80.6,35.8,33.7,78,91,2,4,75,59,1.83,1.31,0
32,1,1,46,1.41,1.49,1.57,1.57,0,1,12,8,73428,Away,4-3-3,4-2-3-1,77.1,80.7,35.8,34.2,78,101,2,4,75,107,1.83,2.18,1
32,0,1,22,1.41,1.27,1.57,1.78,0,-1,12,17,25017,Home,4-3-3,4-3-3,77.1,75.8,35.8,31.2,78,94,2,3,75,91,1.83,2.12,0
32,0,1,47,1.41,2.19,1.57,1.58,4,1,12,6,52189,Away,4-3-3,4-3-3,77.1,81.0,35.8,37.8,78,97,2,1,75,75,1.83,1.53,-1
32,1,1,53,1.41,1.97,1.57,1.64,2,0,12,5,25074,Home,4-2-3-1,4-2-3-1,77.1,85.3,35.8,35.8,78,95,2,4,75,88,1.83,2.26,-1
32,2,1,14,1.41,1.08,1.57,2.05,0,-1,12,19,21578,Away,4-2-3-1,4-4-2,77.1,77.6,35.8,31.8,78,85,2,7,75,88,1.83,2.15,1
32,2,1,35,1.41,1.05,1.57,1.32,3,-1,12,15,25103,Home,4-2-3-1,4-4-1-1,77.1,73.2,35.8,30.0,78,88,2,2,75,101,1.83,2.3,-1
32,1,1,16,1.41,1.35,1.57,2.19,2,-1,12,18,11029,Away,4-2-3-1,3-4-3,77.1,73.2,35.8,32.7,78,73,2,0,75,72,1.83,1.67,-1
32,1,1,38,1.41,1.59,1.57,1.92,1,0,12,9,62414,Away,4-3-3,4-2-3-1,77.1,77.9,35.8,33.4,78,108,2,4,75,90,1.83,1.73,0
32,0,1,35,1.41,1.43,1.57,1.76,2,0,12,11,25078,Home,4-2-3-1,4-2-3-1,77.1,74.7,35.8,32.2,78,91,2,3,75,74,1.83,1.72,-1
32,1,1,64,1.41,2.25,1.57,1.06,2,0,12,3,25103,Home,4-3-3,4-3-3,77.1,84.0,35.8,35.2,78,92,2,5,75,131,1.83,2.34,-1
32,2,1,72,1.41,2.53,1.57,0.92,2,1,12,1,53248,Away,5-4-1,4-2-3-1,77.1,89.2,35.8,38.3,78,70,2,2,75,56,1.83,1.04,0
32,1,1,33,1.41,1.5,1.57,1.61,1,1,12,10,24171,Home,4-3-3,4-2-3-1,77.1,87.1,35.8,34.9,78,115,2,3,75,98,1.83,2.04,0
32,1,1,44,1.41,2.03,1.57,1.69,2,0,12,7,39618,Away,4-3-3,4-2-3-1,77.1,85.8,35.8,37.3,78,125,2,3,75,109,1.83,2.22,-1
32,3,1,27,1.41,1.46,1.57,1.65,1,0,12,16,25472,Home,4-3-3,3-5-2,77.1,74.6,35.8,33.8,78,90,2,2,75,81,1.83,1.98,1
32,0,1,72,1.41,2.44,1.57,0.78,5,1,12,2,60284,Away,3-4-3,4-3-3,77.1,84.8,35.8,32.5,78,79,2,2,75,102,1.83,2.0,-1
32,3,1,8,1.41,0.95,1.57,2.73,2,-1,12,20,24781,Home,4-3-3,4-1-4-1,77.1,70.5,35.8,32.7,78,103,2,5,75,62,1.83,1.55,1
32,1,1,33,1.41,1.5,1.57,1.61,4,1,12,10,31345,Away,4-3-3,3-4-3,77.1,87.1,35.8,34.9,78,115,2,3,75,98,1.83,2.04,-1
32,1,1,44,1.41,2.03,1.57,1.69,3,0,12,7,25110,Home,4-1-4-1,4-2-3-1,77.1,85.8,35.8,37.3,78,125,2,3,75,109,1.83,2.22,-1
32,1,1,35,1.41,1.05,1.57,1.32,1,-1,12,15,38164,Away,3-4-3,4-4-1-1,77.1,73.2,35.8,30.0,78,88,2,2,75,101,1.83,2.3,0
32,3,1,14,1.41,1.08,1.57,2.05,0,-1,12,19,24042,Home,3-4-3,4-4-2,77.1,77.6,35.8,31.8,78,85,2,7,75,88,1.83,2.15,1
32,1,1,53,1.41,1.97,1.57,1.64,3,0,12,5,61339,Away,3-4-3,4-2-3-1,77.1,85.3,35.8,35.8,78,95,2,4,75,88,1.83,2.26,-1
32,1,1,16,1.41,1.35,1.57,2.19,1,-1,12,18,25103,Home,3-4-3,3-4-3,77.1,73.2,35.8,32.7,78,73,2,0,75,72,1.83,1.67,0
32,1,1,22,1.41,1.27,1.57,1.78,1,-1,12,17,29520,Away,3-4-3,4-2-3-1,77.1,75.8,35.8,31.2,78,94,2,3,75,91,1.83,2.12,0
32,0,1,35,1.41,1.43,1.57,1.76,1,0,12,11,11058,Away,3-4-3,4-3-3,77.1,74.7,35.8,32.2,78,91,2,3,75,74,1.83,1.72,-1
32,2,1,72,1.41,2.53,1.57,0.92,4,1,12,1,25132,Home,3-4-3,3-2-4-1,77.1,89.2,35.8,38.3,78,70,2,2,75,56,1.83,1.04,-1
32,1,1,64,1.41,2.25,1.57,1.06,0,0,12,3,60090,Away,3-4-3,4-3-3,77.1,84.0,35.8,35.2,78,92,2,5,75,131,1.83,2.34,1
32,5,1,38,1.41,1.59,1.57,1.92,2,0,12,9,25145,Home,3-4-3,4-2-3-1,77.1,77.9,35.8,33.4,78,108,2,4,75,90,1.83,1.73,1
32,2,1,47,1.41,2.19,1.57,1.58,0,1,12,6,25002,Home,3-4-3,3-4-3,77.1,81.0,35.8,37.8,78,97,2,1,75,75,1.83,1.53,1
32,1,1,32,1.41,1.38,1.57,1.59,1,1,12,14,24142,Away,3-4-3,4-2-3-1,77.1,80.6,35.8,33.7,78,91,2,4,75,59,1.83,1.31,0
32,4,1,46,1.41,1.49,1.57,1.57,0,1,12,8,25190,Home,3-4-3,4-2-3-1,77.1,80.7,35.8,34.2,78,101,2,4,75,107,1.83,2.18,1
32,3,1,35,1.41,1.35,1.57,1.7,1,-1,12,13,31424,Away,3-4-3,3-5-1-1,77.1,80.8,35.8,36.3,78,113,2,4,75,94,1.83,2.14,1
32,5,1,56,1.41,2.03,1.57,1.47,0,-1,12,4,25191,Home,3-4-3,4-4-2,77.1,83.8,35.8,37.3,78,132,2,3,75,57,1.83,1.06,1
27,2,-2,53,1.46,1.97,1.65,1.64,2,-2,16,5,17066,Home,5-3-2,4-2-3-1,74.6,85.3,33.8,35.8,90,95,2,4,81,88,1.98,2.26,0
27,3,0,32,1.46,1.38,1.65,1.59,0,1,16,14,24236,Away,4-3-3,4-3-3,74.6,80.6,33.8,33.7,90,91,2,4,81,59,1.98,1.31,1
27,1,0,32,1.46,1.41,1.65,1.57,1,1,16,12,16997,Home,4-3-3,4-2-3-1,74.6,77.1,33.8,35.8,90,78,2,2,81,75,1.98,1.83,0
27,2,0,35,1.46,1.43,1.65,1.76,2,0,16,11,16973,Home,4-3-3,4-2-3-1,74.6,74.7,33.8,32.2,90,91,2,3,81,74,1.98,1.72,0
27,0,0,47,1.46,2.19,1.65,1.58,1,1,16,6,51670,Away,5-3-2,4-3-3,74.6,81.0,33.8,37.8,90,97,2,1,81,75,1.98,1.53,-1
27,1,0,35,1.46,1.05,1.65,1.32,3,-1,16,15,16981,Home,4-3-3,4-4-1-1,74.6,73.2,33.8,30.0,90,88,2,2,81,101,1.98,2.3,-1
27,1,0,22,1.46,1.27,1.65,1.78,1,-1,16,17,29004,Away,4-3-3,4-3-3,74.6,75.8,33.8,31.2,90,94,2,3,81,91,1.98,2.12,0
27,1,0,46,1.46,1.49,1.65,1.57,2,1,16,8,73453,Away,3-5-2,4-2-3-1,74.6,80.7,33.8,34.2,90,101,2,4,81,107,1.98,2.18,-1
27,3,0,14,1.46,1.08,1.65,2.05,0,-1,16,19,17029,Home,4-3-3,4-2-3-1,74.6,77.6,33.8,31.8,90,85,2,7,81,88,1.98,2.15,1
27,2,0,44,1.46,2.03,1.65,1.69,0,0,16,7,39575,Away,3-5-2,4-2-3-1,74.6,85.8,33.8,37.3,90,125,2,3,81,109,1.98,2.22,1
27,3,0,38,1.46,1.59,1.65,1.92,2,0,16,9,17103,Home,4-3-3,4-4-2,74.6,77.9,33.8,33.4,90,108,2,4,81,90,1.98,1.73,1
27,0,0,64,1.46,2.25,1.65,1.06,3,0,16,3,50151,Away,5-3-2,4-3-3,74.6,84.0,33.8,35.2,90,92,2,5,81,131,1.98,2.34,-1
27,0,0,72,1.46,2.44,1.65,0.78,1,1,16,2,17201,Home,5-3-2,4-3-3,74.6,84.8,33.8,32.5,90,79,2,2,81,102,1.98,2.0,-1
27,3,0,16,1.46,1.35,1.65,2.19,1,-1,16,18,17075,Home,4-3-3,3-4-3,74.6,73.2,33.8,32.7,90,73,2,0,81,72,1.98,1.67,1
27,1,0,33,1.46,1.5,1.65,1.61,2,1,16,10,31571,Away,4-4-2,4-2-3-1,74.6,87.1,33.8,34.9,90,115,2,3,81,98,1.98,2.04,-1
27,0,0,8,1.46,0.95,1.65,2.73,1,-1,16,20,28509,Away,4-3-3,4-1-4-1,74.6,70.5,33.8,32.7,90,103,2,5,81,62,1.98,1.55,-1
27,1,0,56,1.46,2.03,1.65,1.47,2,-1,16,4,17034,Home,3-5-2,3-5-2,74.6,83.8,33.8,37.3,90,132,2,3,81,57,1.98,1.06,-1
27,1,0,35,1.46,1.35,1.65,1.7,4,-1,16,13,17109,Home,4-3-3,3-4-3,74.6,80.8,33.8,36.3,90,113,2,4,81,94,1.98,2.14,-1
27,1,0,32,1.46,1.41,1.65,1.57,3,1,16,12,25472,Away,3-5-2,4-3-3,74.6,77.1,33.8,35.8,90,78,2,2,81,75,1.98,1.83,-1
27,3,0,22,1.46,1.27,1.65,1.78,2,-1,16,17,17077,Home,3-5-2,4-2-3-1,74.6,75.8,33.8,31.2,90,94,2,3,81,91,1.98,2.12,1
27,2,0,53,1.46,1.97,1.65,1.64,3,0,16,5,61210,Away,3-5-2,4-2-3-1,74.6,85.3,33.8,35.8,90,95,2,4,81,88,1.98,2.26,-1
27,1,0,72,1.46,2.53,1.65,0.92,3,1,16,1,17096,Home,3-5-2,4-1-4-1,74.6,89.2,33.8,38.3,90,70,2,2,81,56,1.98,1.04,-1
27,2,0,35,1.46,1.35,1.65,1.7,0,-1,16,13,30731,Away,3-5-2,3-4-3,74.6,80.8,33.8,36.3,90,113,2,4,81,94,1.98,2.14,1
27,1,0,64,1.46,2.25,1.65,1.06,4,0,16,3,17193,Home,3-5-2,4-3-3,74.6,84.0,33.8,35.2,90,92,2,5,81,131,1.98,2.34,-1
27,0,0,72,1.46,2.53,1.65,0.92,1,1,16,1,52247,Away,3-5-2,4-2-3-1,74.6,89.2,33.8,38.3,90,70,2,2,81,56,1.98,1.04,-1
27,2,0,38,1.46,1.59,1.65,1.92,4,0,16,9,62450,Away,3-5-2,4-2-3-1,74.6,77.9,33.8,33.4,90,108,2,4,81,90,1.98,1.73,-1
27,2,0,44,1.46,2.03,1.65,1.69,2,0,16,7,17140,Home,3-5-2,3-5-2,74.6,85.8,33.8,37.3,90,125,2,3,81,109,1.98,2.22,0
27,1,0,72,1.46,2.44,1.65,0.78,2,1,16,2,60331,Away,3-5-2,4-3-3,74.6,84.8,33.8,32.5,90,79,2,2,81,102,1.98,2.0,-1
27,1,0,14,1.46,1.08,1.65,2.05,2,-1,16,19,20431,Away,3-5-2,4-4-2,74.6,77.6,33.8,31.8,90,85,2,7,81,88,1.98,2.15,-1
27,1,0,46,1.46,1.49,1.65,1.57,1,1,16,8,17138,Home,3-5-2,4-2-3-1,74.6,80.7,33.8,34.2,90,101,2,4,81,107,1.98,2.18,0
27,0,0,33,1.46,1.5,1.65,1.61,0,1,16,10,17024,Home,3-5-2,4-2-3-1,74.6,87.1,33.8,34.9,90,115,2,3,81,98,1.98,2.04,0
27,3,0,56,1.46,2.03,1.65,1.47,3,-1,16,4,42118,Away,3-5-2,4-4-1-1,74.6,83.8,33.8,37.3,90,132,2,3,81,57,1.98,1.06,0
27,2,0,8,1.46,0.95,1.65,2.73,0,-1,16,20,17115,Home,4-3-3,3-5-2,74.6,70.5,33.8,32.7,90,103,2,5,81,62,1.98,1.55,1
27,5,0,16,1.46,1.35,1.65,2.19,1,-1,16,18,11877,Away,4-3-3,3-4-3,74.6,73.2,33.8,32.7,90,73,2,0,81,72,1.98,1.67,1
27,0,0,35,1.46,1.05,1.65,1.32,1,-1,16,15,39098,Away,4-3-3,4-4-1-1,74.6,73.2,33.8,30.0,90,88,2,2,81,101,1.98,2.3,-1
27,0,0,32,1.46,1.38,1.65,1.59,0,1,16,14,17090,Home,4-3-3,4-2-3-1,74.6,80.6,33.8,33.7,90,91,2,4,81,59,1.98,1.31,0
27,2,0,35,1.46,1.43,1.65,1.76,1,0,16,11,11154,Away,4-3-3,4-2-3-1,74.6,74.7,33.8,32.2,90,91,2,3,81,74,1.98,1.72,1
27,2,0,47,1.46,2.19,1.65,1.58,4,1,16,6,17124,Home,4-3-3,4-3-3,74.6,81.0,33.8,37.8,90,97,2,1,81,75,1.98,1.53,-1
35,0,-2,32,1.05,1.38,1.32,1.59,1,-2,15,14,39940,Home,4-4-1-1,4-3-3,73.2,80.6,30.0,33.7,88,91,2,4,101,59,2.3,1.31,-1
35,0,-1,56,1.05,2.03,1.32,1.47,4,-1,15,4,41694,Away,4-1-4-1,4-2-3-1,73.2,83.8,30.0,37.3,88,132,2,3,101,57,2.3,1.06,-1
35,0,-1,35,1.05,1.35,1.32,1.7,1,-1,15,13,38851,Home,4-1-4-1,4-4-1-1,73.2,80.8,30.0,36.3,88,113,2,4,101,94,2.3,2.14,-1
35,2,-1,8,1.05,0.95,1.32,2.73,2,-1,15,20,31124,Away,4-4-1-1,3-5-2,73.2,70.5,30.0,32.7,88,103,2,5,101,62,2.3,1.55,0
