Team1WinRate,Team1GoalsScored,Team1LastMatchResult,Team2WinRate,Team1GoalRatio,Team2GoalRatio,Team1GoalAgainstRatio,Team2GoalAgainstRatio,Team2GoalsScored,Team2LastMatchResult,Team1LeagueRanking,Team2LeagueRanking,Attendance,MatchStadium,Team1Formation,Team2Formation,Team1SuccessfulPassPercentage,Team2SuccessfulPassPercentage,Team1ShootRatio,Team2ShootRatio,Team1YellowCardNumber,Team2YellowCardNumber,Team1RedCardNumber,Team2RedCardNumber,Team1OffsideNumber,Team2OffsideNumber,Team1OffsidePerMatch,Team2OffsidePerMatch,Result
33,1,1,72,1.5,2.53,1.61,0.92,2,1,10,1,53466,Away,4-2-3-1,3-2-4-1,87.1,89.2,34.9,38.3,115,70,3,2,98,56,2.04,1.04,-1
33,1,1,32,1.5,1.38,1.61,1.59,1,1,10,14,31550,Home,3-4-3,4-2-3-1,87.1,80.6,34.9,33.7,115,91,3,4,98,59,2.04,1.31,0
33,1,1,35,1.5,1.05,1.61,1.32,1,-1,10,15,38683,Away,4-3-3,4-4-1-1,87.1,73.2,34.9,30.0,115,88,3,2,98,101,2.04,2.3,0
33,1,1,8,1.5,0.95,1.61,2.73,1,-1,10,20,31367,Home,4-2-3-1,3-4-3,87.1,70.5,34.9,32.7,115,103,3,5,98,62,2.04,1.55,0
33,3,1,22,1.5,1.27,1.61,1.78,2,-1,10,17,29404,Away,4-2-3-1,4-1-4-1,87.1,75.8,34.9,31.2,115,94,3,3,98,91,2.04,2.12,1
33,2,1,44,1.5,2.03,1.61,1.69,3,0,10,7,39647,Away,4-2-3-1,4-2-3-1,87.1,85.8,34.9,37.3,115,125,3,3,98,109,2.04,2.22,-1
33,2,1,27,1.5,1.46,1.61,1.65,1,0,10,16,31571,Home,4-2-3-1,4-4-2,87.1,74.6,34.9,33.8,115,90,3,2,98,81,2.04,1.98,1
33,1,1,14,1.5,1.08,1.61,2.05,1,-1,10,19,31511,Home,4-2-3-1,4-4-2,87.1,77.6,34.9,31.8,115,85,3,7,98,88,2.04,2.15,0
33,0,1,72,1.5,2.44,1.61,0.78,2,1,10,2,60257,Away,4-2-3-1,4-3-3,87.1,84.8,34.9,32.5,115,79,3,2,98,102,2.04,2.0,-1
33,1,1,32,1.5,1.41,1.61,1.57,1,1,10,12,24171,Away,4-2-3-1,4-3-3,87.1,77.1,34.9,35.8,115,78,3,2,98,75,2.04,1.83,0
33,4,1,53,1.5,1.97,1.61,1.64,2,0,10,5,31675,Home,4-1-2-1-2◆,4-2-3-1,87.1,85.3,34.9,35.8,115,95,3,4,98,88,2.04,2.26,1
33,0,1,38,1.5,1.59,1.61,1.92,0,0,10,9,62462,Away,4-3-1-2,4-2-3-1,87.1,77.9,34.9,33.4,115,108,3,4,98,90,2.04,1.73,0
33,0,1,35,1.5,1.35,1.61,1.7,0,-1,10,13,41505,Home,4-3-3,3-4-3,87.1,80.8,34.9,36.3,115,113,3,4,98,94,2.04,2.14,0
33,0,1,16,1.5,1.35,1.61,2.19,4,-1,10,18,10994,Away,3-4-3,3-4-3,87.1,73.2,34.9,32.7,115,73,3,0,98,72,2.04,1.67,-1
33,4,1,32,1.5,1.41,1.61,1.57,1,1,10,12,31345,Home,3-4-3,4-3-3,87.1,77.1,34.9,35.8,115,78,3,2,98,75,2.04,1.83,1
33,1,1,53,1.5,1.97,1.61,1.64,2,0,10,5,61445,Away,4-2-3-1,4-2-3-1,87.1,85.3,34.9,35.8,115,95,3,4,98,88,2.04,2.26,-1
33,5,1,8,1.5,0.95,1.61,2.73,0,-1,10,20,29522,Away,4-2-3-1,3-5-1-1,87.1,70.5,34.9,32.7,115,103,3,5,98,62,2.04,1.55,1
33,1,1,35,1.5,1.05,1.61,1.32,1,-1,10,15,41646,Home,4-2-3-1,4-4-1-1,87.1,73.2,34.9,30.0,115,88,3,2,98,101,2.04,2.3,0
33,0,1,32,1.5,1.38,1.61,1.59,3,1,10,14,24460,Away,3-4-3,4-2-3-1,87.1,80.6,34.9,33.7,115,91,3,4,98,59,2.04,1.31,-1
33,1,1,22,1.5,1.27,1.61,1.78,0,-1,10,17,31505,Home,4-2-3-1,4-3-3,87.1,75.8,34.9,31.2,115,94,3,3,98,91,2.04,2.12,1
33,1,1,64,1.5,2.25,1.61,1.06,2,0,10,3,60061,Away,4-2-3-1,4-3-3,87.1,84.0,34.9,35.2,115,92,3,5,98,131,2.04,2.34,-1
33,0,1,27,1.5,1.46,1.61,1.65,0,0,10,16,17024,Away,4-2-3-1,3-5-2,87.1,74.6,34.9,33.8,115,90,3,2,98,81,2.04,1.98,0
33,0,1,72,1.5,2.44,1.61,0.78,3,1,10,2,31677,Home,4-2-3-1,4-3-3,87.1,84.8,34.9,32.5,115,79,3,2,98,102,2.04,2.0,-1
33,1,1,14,1.5,1.08,1.61,2.05,1,-1,10,19,20687,Away,4-2-3-1,4-4-2,87.1,77.6,34.9,31.8,115,85,3,7,98,88,2.04,2.15,0
33,0,1,72,1.5,2.53,1.61,0.92,4,1,10,1,31596,Home,4-2-3-1,4-1-4-1,87.1,89.2,34.9,38.3,115,70,3,2,98,56,2.04,1.04,-1
33,0,1,35,1.5,1.43,1.61,1.76,3,0,10,11,11188,Away,4-2-3-1,4-4-2,87.1,74.7,34.9,32.2,115,91,3,3,98,74,2.04,1.72,-1
33,1,1,56,1.5,2.03,1.61,1.47,0,-1,10,4,31596,Home,4-2-3-1,4-2-3-1,87.1,83.8,34.9,37.3,115,132,3,3,98,57,2.04,1.06,1
33,1,1,47,1.5,2.19,1.61,1.58,1,1,10,6,51997,Away,4-2-3-1,4-3-3,87.1,81.0,34.9,37.8,115,97,3,1,98,75,2.04,1.53,0
33,1,1,44,1.5,2.03,1.61,1.69,2,0,10,7,31555,Home,4-2-3-1,4-2-3-1,87.1,85.8,34.9,37.3,115,125,3,3,98,109,2.04,2.22,-1
33,0,1,46,1.5,1.49,1.61,1.57,2,1,10,8,31662,Home,4-2-3-1,4-2-2-2,87.1,80.7,34.9,34.2,115,101,3,4,98,107,2.04,2.18,-1
35,0,-2,46,1.35,1.49,1.7,1.57,1,-2,13,8,73358,Away,4-4-2,4-1-4-1,80.8,80.7,36.3,34.2,113,101,4,4,94,107,2.14,2.18,-1
35,1,-1,33,1.35,1.5,1.7,1.61,4,1,13,10,31317,Home,4-4-1-1,4-2-3-1,80.8,87.1,36.3,34.9,113,115,4,3,94,98,2.14,2.04,-1
35,1,-1,35,1.35,1.05,1.7,1.32,0,-1,13,15,38851,Away,4-4-1-1,4-1-4-1,80.8,73.2,36.3,30.0,113,88,4,2,94,101,2.14,2.3,1
35,2,-1,32,1.35,1.41,1.7,1.57,3,1,13,12,24741,Away,4-4-2,4-3-3,80.8,77.1,36.3,35.8,113,78,4,2,94,75,2.14,1.83,-1
35,1,-1,64,1.35,2.25,1.7,1.06,3,0,13,3,31257,Home,4-2-3-1,4-3-3,80.8,84.0,36.3,35.2,113,92,4,5,94,131,2.14,2.34,-1
35,1,-1,16,1.35,1.35,1.7,2.19,1,-1,13,18,10893,Away,4-2-3-1,3-4-3,80.8,73.2,36.3,32.7,113,73,4,0,94,72,2.14,1.67,0
35,2,-1,72,1.35,2.53,1.7,0.92,1,1,13,1,31415,Home,3-4-3,4-2-3-1,80.8,89.2,36.3,38.3,113,70,4,2,94,56,2.14,1.04,1
35,1,-1,56,1.35,2.03,1.7,1.47,1,-1,13,4,31425,Home,3-4-3,4-4-2,80.8,83.8,36.3,37.3,113,132,4,3,94,57,2.14,1.06,0
35,2,-1,35,1.35,1.43,1.7,1.76,1,0,13,11,11175,Away,3-4-3,4-2-3-1,80.8,74.7,36.3,32.2,113,91,4,3,94,74,2.14,1.72,1
35,2,-1,47,1.35,2.19,1.7,1.58,2,1,13,6,31584,Home,4-4-2,4-3-3,80.8,81.0,36.3,37.8,113,97,4,1,94,75,2.14,1.53,0
35,1,-1,8,1.35,0.95,1.7,2.73,2,-1,13,20,29454,Away,4-4-1-1,3-4-1-2,80.8,70.5,36.3,32.7,113,103,4,5,94,62,2.14,1.55,-1
35,2,-1,53,1.35,1.97,1.7,1.64,1,0,13,5,31642,Home,3-5-2,4-3-3,80.8,85.3,36.3,35.8,113,95,4,4,94,88,2.14,2.26,1
35,2,-1,32,1.35,1.38,1.7,1.59,3,1,13,14,24366,Away,3-5-2,4-2-3-1,80.8,80.6,36.3,33.7,113,91,4,4,94,59,2.14,1.31,-1
35,1,-1,72,1.35,2.44,1.7,0.78,2,1,13,2,60262,Away,3-5-2,4-3-3,80.8,84.8,36.3,32.5,113,79,4,2,94,102,2.14,2.0,-1
35,1,-1,14,1.35,1.08,1.7,2.05,0,-1,13,19,30439,Home,3-4-3,4-4-2,80.8,77.6,36.3,31.8,113,85,4,7,94,88,2.14,2.15,1
35,1,-1,22,1.35,1.27,1.7,1.78,1,-1,13,17,31543,Home,3-4-3,3-5-2,80.8,75.8,36.3,31.2,113,94,4,3,94,91,2.14,2.12,0
35,0,-1,38,1.35,1.59,1.7,1.92,3,0,13,9,62455,Away,3-4-3,4-2-3-1,80.8,77.9,36.3,33.4,113,108,4,4,94,90,2.14,1.73,-1
35,2,-1,44,1.35,2.03,1.7,1.69,1,0,13,7,31641,Home,3-4-3,4-2-3-1,80.8,85.8,36.3,37.3,113,125,4,3,94,109,2.14,2.22,1
35,4,-1,27,1.35,1.46,1.7,1.65,1,0,13,16,17109,Away,3-4-3,4-3-3,80.8,74.6,36.3,33.8,113,90,4,2,94,81,2.14,1.98,1
35,3,-1,35,1.35,1.05,1.7,1.32,0,-1,13,15,31639,Home,3-4-3,5-4-1,80.8,73.2,36.3,30.0,113,88,4,2,94,101,2.14,2.3,1
35,0,-1,33,1.35,1.5,1.7,1.61,0,1,13,10,41505,Away,3-4-3,4-3-3,80.8,87.1,36.3,34.9,113,115,4,3,94,98,2.14,2.04,0
35,3,-1,46,1.35,1.49,1.7,1.57,4,1,13,8,31641,Home,3-4-3,4-2-3-1,80.8,80.7,36.3,34.2,113,101,4,4,94,107,2.14,2.18,-1
35,4,-1,44,1.35,2.03,1.7,1.69,2,0,13,7,39628,Away,3-4-3,4-2-3-1,80.8,85.8,36.3,37.3,113,125,4,3,94,109,2.14,2.22,1
35,0,-1,27,1.35,1.46,1.7,1.65,2,0,13,16,30731,Home,3-4-3,3-5-2,80.8,74.6,36.3,33.8,113,90,4,2,94,81,2.14,1.98,-1
35,2,-1,53,1.35,1.97,1.7,1.64,1,0,13,5,61532,Away,3-4-3,4-2-3-1,80.8,85.3,36.3,35.8,113,95,4,4,94,88,2.14,2.26,1
35,1,-1,8,1.35,0.95,1.7,2.73,0,-1,13,20,30789,Home,3-4-3,3-5-2,80.8,70.5,36.3,32.7,113,103,4,5,94,62,2.14,1.55,1
35,0,-1,47,1.35,2.19,1.7,1.58,3,1,13,6,52206,Away,3-4-3,4-3-3,80.8,81.0,36.3,37.8,113,97,4,1,94,75,2.14,1.53,-1
35,2,-1,32,1.35,1.38,1.7,1.59,1,1,13,14,30860,Home,4-2-3-1,4-2-3-1,80.8,80.6,36.3,33.7,113,91,4,4,94,59,2.14,1.31,1
35,0,-1,56,1.35,2.03,1.7,1.47,2,-1,13,4,42640,Away,3-4-3,4-4-2,80.8,83.8,36.3,37.3,113,132,4,3,94,57,2.14,1.06,-1
35,1,-1,14,1.35,1.08,1.7,2.05,1,-1,13,19,21528,Away,4-4-1-1,4-4-2,80.8,77.6,36.3,31.8,113,85,4,7,94,88,2.14,2.15,0
35,1,-1,38,1.35,1.59,1.7,1.92,2,0,13,9,31504,Home,3-4-3,4-2-3-1,80.8,77.9,36.3,33.4,113,108,4,4,94,90,2.14,1.73,-1
35,2,-1,22,1.35,1.27,1.7,1.78,2,-1,13,17,29604,Away,3-4-1-2,4-2-3-1,80.8,75.8,36.3,31.2,113,94,4,3,94,91,2.14,2.12,0
35,0,-1,72,1.35,2.44,1.7,0.78,2,1,13,2,31621,Home,4-4-2,4-3-3,80.8,84.8,36.3,32.5,113,79,4,2,94,102,2.14,2.0,-1
35,0,-1,35,1.35,1.43,1.7,1.76,1,0,13,11,25541,Home,4-1-4-1,4-2-3-1,80.8,74.7,36.3,32.2,113,91,4,3,94,74,2.14,1.72,-1
35,2,-1,16,1.35,1.35,1.7,2.19,1,-1,13,18,31531,Home,3-5-1-1,3-4-3,80.8,73.2,36.3,32.7,113,73,4,0,94,72,2.14,1.67,1
35,1,-1,72,1.35,2.53,1.7,0.92,5,1,13,1,52439,Away,3-5-2,4-2-3-1,80.8,89.2,36.3,38.3,113,70,4,2,94,56,2.14,1.04,-1
35,1,-1,32,1.35,1.41,1.7,1.57,3,1,13,12,31424,Home,3-5-1-1,3-4-3,80.8,77.1,36.3,35.8,113,78,4,2,94,75,2.14,1.83,-1
35,0,-1,64,1.35,2.25,1.7,1.06,2,0,13,3,60059,Away,3-5-1-1,4-3-3,80.8,84.0,36.3,35.2,113,92,4,5,94,131,2.14,2.34,-1
47,5,-2,56,2.19,2.03,1.58,1.47,1,-2,6,4,52207,Home,4-3-3,4-2-3-1,81.0,83.8,37.8,37.3,97,132,1,3,75,57,1.53,1.06,1
47,0,1,72,2.19,2.53,1.58,0.92,1,1,6,1,53419,Away,4-3-3,4-2-3-1,81.0,89.2,37.8,38.3,97,70,1,2,75,56,1.53,1.04,-1
47,1,1,64,2.19,2.25,1.58,1.06,2,0,6,3,52214,Home,4-3-3,4-3-3,81.0,84.0,37.8,35.2,97,92,1,5,75,131,1.53,2.34,-1
47,1,1,33,2.19,1.5,1.58,1.61,3,1,6,10,31620,Away,4-3-3,4-2-3-1,81.0,87.1,37.8,34.9,97,115,1,3,75,98,1.53,2.04,-1
47,1,1,27,2.19,1.46,1.58,1.65,0,0,6,16,51670,Home,4-3-3,5-3-2,81.0,74.6,37.8,33.8,97,90,1,2,75,81,1.53,1.98,1
47,8,1,8,2.19,0.95,1.58,2.73,0,-1,6,20,31127,Away,4-3-3,3-4-3,81.0,70.5,37.8,32.7,97,103,1,5,75,62,1.53,1.55,1
47,2,1,14,2.19,1.08,1.58,2.05,0,-1,6,19,51687,Home,4-3-3,4-2-3-1,81.0,77.6,37.8,31.8,97,85,1,7,75,88,1.53,2.15,1
47,2,1,38,2.19,1.59,1.58,1.92,2,0,6,9,62473,Away,4-3-3,4-2-3-1,81.0,77.9,37.8,33.4,97,108,1,4,75,90,1.53,1.73,0
47,4,1,32,2.19,1.41,1.58,1.57,0,1,6,12,52189,Home,4-3-3,4-3-3,81.0,77.1,37.8,35.8,97,78,1,2,75,75,1.53,1.83,1
47,2,1,35,2.19,1.35,1.58,1.7,2,-1,6,13,31584,Away,4-3-3,4-4-2,81.0,80.8,37.8,36.3,97,113,1,4,75,94,1.53,2.14,0
47,1,1,72,2.19,2.44,1.58,0.78,0,1,6,2,52194,Home,4-3-3,4-3-3,81.0,84.8,37.8,32.5,97,79,1,2,75,102,1.53,2.0,1
47,0,1,35,2.19,1.43,1.58,1.76,2,0,6,11,11201,Away,4-3-3,4-2-3-1,81.0,74.7,37.8,32.2,97,91,1,3,75,74,1.53,1.72,-1
47,4,1,44,2.19,2.03,1.58,1.69,1,0,6,7,52227,Home,4-3-3,4-2-3-1,81.0,85.8,37.8,37.3,97,125,1,3,75,109,1.53,2.22,1
47,1,1,46,2.19,1.49,1.58,1.57,0,1,6,8,52214,Home,4-3-3,4-2-3-1,81.0,80.7,37.8,34.2,97,101,1,4,75,107,1.53,2.18,1
47,0,1,35,2.19,1.05,1.58,1.32,3,-1,6,15,38198,Away,4-3-3,4-4-1-1,81.0,73.2,37.8,30.0,97,88,1,2,75,101,1.53,2.3,-1
47,1,1,53,2.19,1.97,1.58,1.64,4,0,6,5,61171,Away,4-3-3,4-2-3-1,81.0,85.3,37.8,35.8,97,95,1,4,75,88,1.53,2.26,-1
47,3,1,32,2.19,1.38,1.58,1.59,0,1,6,14,52055,Home,4-3-3,4-2-3-1,81.0,80.6,37.8,33.7,97,91,1,4,75,59,1.53,1.31,1
47,0,1,16,2.19,1.35,1.58,2.19,1,-1,6,18,11042,Away,4-3-3,3-4-3,81.0,73.2,37.8,32.7,97,73,1,0,75,72,1.53,1.67,-1
47,1,1,22,2.19,1.27,1.58,1.78,3,-1,6,17,52207,Home,4-3-3,4-2-3-1,81.0,75.8,37.8,31.2,97,94,1,3,75,91,1.53,2.12,-1
47,2,1,64,2.19,2.25,1.58,1.06,4,0,6,3,57471,Away,4-3-3,4-3-3,81.0,84.0,37.8,35.2,97,92,1,5,75,131,1.53,2.34,-1
47,2,1,72,2.19,2.53,1.58,0.92,3,1,6,1,52190,Home,4-3-3,4-2-3-1,81.0,89.2,37.8,38.3,97,70,1,2,75,56,1.53,1.04,-1
47,3,1,56,2.19,2.03,1.58,1.47,1,-1,6,4,42191,Away,4-3-3,4-4-2,81.0,83.8,37.8,37.3,97,132,1,3,75,57,1.53,1.06,1
47,4,1,16,2.19,1.35,1.58,2.19,4,-1,6,18,52211,Home,4-3-3,3-4-3,81.0,73.2,37.8,32.7,97,73,1,0,75,72,1.53,1.67,0
47,3,1,22,2.19,1.27,1.58,1.78,2,-1,6,17,29451,Away,4-3-3,4-2-3-1,81.0,75.8,37.8,31.2,97,94,1,3,75,91,1.53,2.12,1
47,2,1,35,2.19,1.43,1.58,1.76,2,0,6,11,52224,Home,4-3-3,4-2-3-1,81.0,74.7,37.8,32.2,97,91,1,3,75,74,1.53,1.72,0
47,1,1,72,2.19,2.44,1.58,0.78,4,1,6,2,60298,Away,4-3-3,4-3-3,81.0,84.8,37.8,32.5,97,79,1,2,75,102,1.53,2.0,-1
47,3,1,35,2.19,1.35,1.58,1.7,0,-1,6,13,52206,Home,4-3-3,3-4-3,81.0,80.8,37.8,36.3,97,113,1,4,75,94,1.53,2.14,1
47,2,1,44,2.19,2.03,1.58,1.69,3,0,6,7,37753,Away,4-3-3,4-2-3-1,81.0,85.8,37.8,37.3,97,125,1,3,75,109,1.53,2.22,-1
47,4,1,38,2.19,1.59,1.58,1.92,3,0,6,9,52199,Home,4-3-3,4-2-3-1,81.0,77.9,37.8,33.4,97,108,1,4,75,90,1.53,1.73,1
47,1,1,35,2.19,1.05,1.58,1.32,1,-1,6,15,52135,Home,4-3-3,4-4-1-1,81.0,73.2,37.8,30.0,97,88,1,2,75,101,1.53,2.3,0
47,1,1,32,2.19,1.38,1.58,1.59,0,1,6,14,24418,Away,4-3-3,4-2-3-1,81.0,80.6,37.8,33.7,97,91,1,4,75,59,1.53,1.31,1
47,4,1,53,2.19,1.97,1.58,1.64,0,0,6,5,52147,Home,4-3-3,4-2-3-1,81.0,85.3,37.8,35.8,97,95,1,4,75,88,1.53,2.26,1
47,0,1,32,2.19,1.41,1.58,1.57,2,1,6,12,25002,Away,3-4-3,3-4-3,81.0,77.1,37.8,35.8,97,78,1,2,75,75,1.53,1.83,-1
47,5,1,8,2.19,0.95,1.58,2.73,1,-1,6,20,52196,Home,4-3-3,3-5-2,81.0,70.5,37.8,32.7,97,103,1,5,75,62,1.53,1.55,1
47,4,1,14,2.19,1.08,1.58,2.05,1,-1,6,19,21781,Away,4-4-2,4-2-3-1,81.0,77.6,37.8,31.8,97,85,1,7,75,88,1.53,2.15,1
47,1,1,33,2.19,1.5,1.58,1.61,1,1,6,10,51997,Home,4-3-3,4-2-3-1,81.0,87.1,37.8,34.9,97,115,1,3,75,98,1.53,2.04,0
47,2,1,46,2.19,1.49,1.58,1.57,3,1,6,8,0,Away,4-3-3,4-2-2-2,81.0,80.7,37.8,34.2,97,101,1,4,75,107,1.53,2.18,-1
47,4,1,27,2.19,1.46,1.58,1.65,2,0,6,16,17124,Away,4-3-3,4-3-3,81.0,74.6,37.8,33.8,97,90,1,2,75,81,1.53,1.98,1
44,1,-2,64,2.03,2.25,1.69,1.06,1,-2,7,3,40096,Home,3-4-3,4-3-3,85.8,84.0,37.3,35.2,125,92,3,5,109,131,2.22,2.34,0
44,1,0,38,2.03,1.59,1.69,1.92,3,0,7,9,62451,Away,3-4-3,4-2-3-1,85.8,77.9,37.3,33.4,125,108,3,4,109,90,2.22,1.73,-1
44,3,0,16,2.03,1.35,1.69,2.19,0,-1,7,18,39893,Home,3-4-3,5-3-2,85.8,73.2,37.3,32.7,125,73,3,0,109,72,2.22,1.67,1
44,0,0,22,2.03,1.27,1.69,1.78,1,-1,7,17,39820,Home,3-4-3,3-4-3,85.8,75.8,37.3,31.2,125,94,3,3,109,91,2.22,2.12,-1
44,0,0,35,2.03,1.43,1.69,1.76,0,0,7,11,10421,Away,4-2-3-1,4-2-3-1,85.8,74.7,37.3,32.2,125,91,3,3,109,74,2.22,1.72,0
44,0,0,56,2.03,2.03,1.69,1.47,1,-1,7,4,39700,Home,4-2-3-1,4-2-3-1,85.8,83.8,37.3,37.3,125,132,3,3,109,57,2.22,1.06,-1
44,2,0,32,2.03,1.38,1.69,1.59,0,1,7,14,24445,Away,4-3-3,4-3-3,85.8,80.6,37.3,33.7,125,91,3,4,109,59,2.22,1.31,1
44,4,0,14,2.03,1.08,1.69,2.05,1,-1,7,19,21654,Away,4-3-3,4-3-3,85.8,77.6,37.3,31.8,125,85,3,7,109,88,2.22,2.15,1
44,2,0,72,2.03,2.44,1.69,0.78,2,1,7,2,39723,Home,4-2-3-1,4-3-3,85.8,84.8,37.3,32.5,125,79,3,2,109,102,2.22,2.0,0
44,0,0,27,2.03,1.46,1.69,1.65,2,0,7,16,39575,Home,4-2-3-1,3-5-2,85.8,74.6,37.3,33.8,125,90,3,2,109,81,2.22,1.98,-1
44,4,0,53,2.03,1.97,1.69,1.64,1,0,7,5,61726,Away,4-2-3-1,4-2-3-1,85.8,85.3,37.3,35.8,125,95,3,4,109,88,2.22,2.26,1
44,4,0,72,2.03,2.53,1.69,0.92,4,1,7,1,39532,Home,4-2-3-1,3-2-4-1,85.8,89.2,37.3,38.3,125,70,3,2,109,56,2.22,1.04,0
44,1,0,47,2.03,2.19,1.69,1.58,4,1,7,6,52227,Away,4-2-3-1,4-3-3,85.8,81.0,37.3,37.8,125,97,3,1,109,75,2.22,1.53,-1
44,3,0,33,2.03,1.5,1.69,1.61,2,1,7,10,39647,Home,4-2-3-1,4-2-3-1,85.8,87.1,37.3,34.9,125,115,3,3,109,98,2.22,2.04,1
44,1,0,46,2.03,1.49,1.69,1.57,2,1,7,8,73607,Away,4-2-3-1,4-2-3-1,85.8,80.7,37.3,34.2,125,101,3,4,109,107,2.22,2.18,-1
44,0,0,35,2.03,1.05,1.69,1.32,2,-1,7,15,39280,Away,4-2-3-1,4-4-1-1,85.8,73.2,37.3,30.0,125,88,3,2,109,101,2.22,2.3,-1
44,2,0,8,2.03,0.95,1.69,2.73,0,-1,7,20,39599,Home,4-2-3-1,4-1-4-1,85.8,70.5,37.3,32.7,125,103,3,5,109,62,2.22,1.55,1
44,1,0,35,2.03,1.35,1.69,1.7,2,-1,7,13,31641,Away,4-2-3-1,3-4-3,85.8,80.8,37.3,36.3,125,113,3,4,109,94,2.22,2.14,-1
44,2,0,32,2.03,1.41,1.69,1.57,1,1,7,12,39618,Home,4-2-3-1,4-3-3,85.8,77.1,37.3,35.8,125,78,3,2,109,75,2.22,1.83,1
44,3,0,16,2.03,1.35,1.69,2.19,2,-1,7,18,11041,Away,4-2-3-1,3-4-3,85.8,73.2,37.3,32.7,125,73,3,0,109,72,2.22,1.67,1
44,1,0,32,2.03,1.38,1.69,1.59,0,1,7,14,39643,Home,4-2-3-1,4-2-3-1,85.8,80.6,37.3,33.7,125,91,3,4,109,59,2.22,1.31,1
44,1,0,64,2.03,2.25,1.69,1.06,4,0,7,3,57524,Away,4-2-3-1,4-3-3,85.8,84.0,37.3,35.2,125,92,3,5,109,131,2.22,2.34,-1
44,2,0,35,2.03,1.35,1.69,1.7,4,-1,7,13,39628,Home,4-2-3-1,3-4-3,85.8,80.8,37.3,36.3,125,113,3,4,109,94,2.22,2.14,-1
44,3,0,32,2.03,1.41,1.69,1.57,1,1,7,12,25110,Away,4-2-3-1,4-1-4-1,85.8,77.1,37.3,35.8,125,78,3,2,109,75,2.22,1.83,1
44,1,0,72,2.03,2.53,1.69,0.92,1,1,7,1,52178,Away,4-2-3-1,4-1-4-1,85.8,89.2,37.3,38.3,125,70,3,2,109,56,2.22,1.04,0
44,2,0,27,2.03,1.46,1.69,1.65,2,0,7,16,17140,Away,3-5-2,3-5-2,85.8,74.6,37.3,33.8,125,90,3,2,109,81,2.22,1.98,0
44,3,0,47,2.03,2.19,1.69,1.58,2,1,7,6,37753,Home,4-2-3-1,4-3-3,85.8,81.0,37.3,37.8,125,97,3,1,109,75,2.22,1.53,1
44,2,0,14,2.03,1.08,1.69,2.05,2,-1,7,19,39535,Home,4-2-3-1,4-4-2,85.8,77.6,37.3,31.8,125,85,3,7,109,88,2.22,2.15,0
44,4,0,46,2.03,1.49,1.69,1.57,3,1,7,8,39694,Home,4-2-3-1,4-2-3-1,85.8,80.7,37.3,34.2,125,101,3,4,109,107,2.22,2.18,1
44,2,0,8,2.03,0.95,1.69,2.73,2,-1,7,20,28638,Away,4-2-3-1,3-5-2,85.8,70.5,37.3,32.7,125,103,3,5,109,62,2.22,1.55,0
44,6,0,35,2.03,1.05,1.69,1.32,0,-1,7,15,39392,Home,4-2-3-1,4-4-1-1,85.8,73.2,37.3,30.0,125,88,3,2,109,101,2.22,2.3,1
44,0,0,72,2.03,2.44,1.69,0.78,5,1,7,2,60238,Away,4-2-3-1,4-3-3,85.8,84.8,37.3,32.5,125,79,3,2,109,102,2.22,2.0,-1
44,2,0,56,2.03,2.03,1.69,1.47,2,-1,7,4,42354,Away,4-2-3-1,4-4-1-1,85.8,83.8,37.3,37.3,125,132,3,3,109,57,2.22,1.06,0
44,2,0,53,2.03,1.97,1.69,1.64,0,0,7,5,39086,Home,4-2-3-1,4-2-3-1,85.8,85.3,37.3,35.8,125,95,3,4,109,88,2.22,2.26,1
44,5,0,38,2.03,1.59,1.69,1.92,0,0,7,9,39295,Home,4-2-3-1,4-2-3-1,85.8,77.9,37.3,33.4,125,108,3,4,109,90,2.22,1.73,1
44,3,0,22,2.03,1.27,1.69,1.78,2,-1,7,17,29708,Away,4-2-3-1,5-4-1,85.8,75.8,37.3,31.2,125,94,3,3,109,91,2.22,2.12,1
44,2,0,33,2.03,1.5,1.69,1.61,1,1,7,10,31555,Away,4-2-3-1,4-2-3-1,85.8,87.1,37.3,34.9,125,115,3,3,109,98,2.22,2.04,1
44,2,0,35,2.03,1.43,1.69,1.76,1,0,7,11,39724,Home,4-2-3-1,4-2-3-1,85.8,74.7,37.3,32.2,125,91,3,3,109,74,2.22,1.72,1
32,1,-2,35,1.38,1.05,1.59,1.32,0,-2,14,15,39940,Away,4-3-3,4-4-1-1,80.6,73.2,33.7,30.0,91,88,4,2,59,101,1.31,2.3,1
32,0,1,27,1.38,1.46,1.59,1.65,3,0,14,16,24236,Home,4-3-3,4-3-3,80.6,74.6,33.7,33.8,91,90,4,2,59,81,1.31,1.98,-1
32,2,1,72,1.38,2.44,1.59,0.78,2,1,14,2,59961,Away,4-3-3,4-3-3,80.6,84.8,33.7,32.5,91,79,4,2,59,102,1.31,2.0,0
32,1,1,72,1.38,2.53,1.59,0.92,5,1,14,1,52899,Away,4-3-3,4-2-3-1,80.6,89.2,33.7,38.3,91,70,4,2,59,56,1.31,1.04,-1
32,1,1,16,1.38,1.35,1.59,2.19,0,-1,14,18,24467,Home,4-3-3,5-3-2,80.6,73.2,33.7,32.7,91,73,4,0,59,72,1.31,1.67,1
32,0,1,32,1.38,1.41,1.59,1.57,0,1,14,12,25072,Away,4-3-3,4-2-3-1,80.6,77.1,33.7,35.8,91,78,4,2,59,75,1.31,1.83,0
